Attribute,Description,Valid Values,DependsOn,Required,Properties,Parent,DependsOn Component,Source,Validation Rules,Nonpreferred Terms,Ontology Identifier,Ontology Url,NCIt Code,Notes
ATP Bioluminescence Assay,,,,FALSE,,,,OBI,,"Atp bioluminescence assay, ATP Bioluminescence assay",OBI:0002175,http://purl.obolibrary.org/obo/OBI_0002175,,
Affinity Purification Mass Spectrometry,"An analytical technique wherein ions are separated according to their ratio of charge to mass. From the mass spectrum produced, the atomic weight of the particle can be deduced.",,,FALSE,,,,PubMed,,"Affinity purification mass spectrometry, AP-MS",pmid:22611051,https://pubmed.ncbi.nlm.nih.gov/22611051/,,
Allograft,A graft transferred from a donor of one species to a recipient of the same species but different genetic makeup.,,,FALSE,,,,,,,,,NCIt,
Amplicon Sequencing,"A DNA sequencing technique that can differentiate cytosine from 5-methylcytosine in a DNA sample. First, a denatured DNA sample is treated with bisulfite which converts non-methylated cytosine to uracil. Next, the sample is amplified using a PCR method that does not discriminate between non-methylated and methylated sequences. The amplified DNA is subjected to nucleotide sequencing. The resulting sequence is compared to an identical control sample of DNA that was not treated with bisulfite. Unmethylated cytosines will be displayed as cytosines in the control sample and as thymines in the bisulfite-treated sample.",,,FALSE,,,,EFO,,Amplicon sequencing,EFO:0003747,http://www.ebi.ac.uk/efo/EFO_0003747,,
Angiogenesis Assay,,,,FALSE,,,,,,Angiogenesis assay,,,,
Apoptosis Assay,,,,FALSE,,,,ERO,,Apoptosis assay,ERO:0001182,http://purl.obolibrary.org/obo/ERO_0001182,,
Atomic Absorption Spectrophotometry,A technique utilizing a scanning probe to image and analyze the surface of a material with atomic-level resolution.,,,FALSE,,,,BAO,,Atomic absorption spectrophotometry,BAO:0002529,http://www.bioassayontology.org/bao#BAO_0002529,,
Atomic Absorption Spectroscopy,"A spectrometric method that determines the type and concentration of metal elements in a sample, based upon the principle that each elemental metal absorbs a particular wavelength of ultraviolet light when exposed to heat.",,,FALSE,,,,,,ATOMIC ABSORPTION SPECTROMETRY,,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsf,C85574,
Atomic Force Microscopy,A technique utilizing a scanning probe to image and analyze the surface of a material with atomic-level resolution.,,,FALSE,,,,,,"atomicForceMicroscopy, Atomic Force Microscopy, Scanning Force Microscopy",,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsf,C17754,
Autoradiography,"A technique used to locate radioactively labeled molecules, or fragments of molecules, by recording on a photographic or sensor plate the radiation emitted by radioactive material within a molecule.",,,FALSE,,,,,,,,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C16314,C16314,
Barcode-Seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,EFO,,"Barcode-Seq, Barcode-seq",EFO:0008655,http://www.ebi.ac.uk/efo/EFO_0008655,,
Bicinchoninic Acid Assay,"A copper-based colorimetric assay for total protein quantification. This assay relies on the formation of a Cu2+-protein complex in a basic environment, followed by reduction of the Cu2+ to Cu+, causing a change of color from green to purple, with a strong absorbance at 562nm.",,,FALSE,,,,BAO,,"BCA, Smith Assay",BAO:0002467,http://www.bioassayontology.org/bao#BAO_0002467,NCIt,
Binding Assay,,,,FALSE,,,,PubMed,,Binding assay,PMID: 21115850,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2993736/,,
Bio-Layer Interferometry,,,,FALSE,,,,OBI,,"BLI, Bio-layer interferometry",OBI:0002107,http://purl.obolibrary.org/obo/OBI_0002107,,Added by Rancho on 2/23/2022
Bioluminescence Imaging,An imaging technique that uses fluorescent dye to achieve the desired image.,,,FALSE,,,,Wikipedia,,"Bioluminescence imaging, Bioluminescence Imaging",Q4915066,https://en.wikipedia.org/wiki/Bioluminescence_imaging,,
Bisulfite Sequencing,"A DNA sequencing technique that can differentiate cytosine from 5-methylcytosine in a DNA sample. First, a denatured DNA sample is treated with bisulfite which converts non-methylated cytosine to uracil. Next, the sample is amplified using a PCR method that does not discriminate between non-methylated and methylated sequences. The amplified DNA is subjected to nucleotide sequencing. The resulting sequence is compared to an identical control sample of DNA that was not treated with bisulfite. Unmethylated cytosines will be displayed as cytosines in the control sample and as thymines in the bisulfite-treated sample.",,,FALSE,,,,,,"MethylC-Seq, Bisulfite Sequencing, Bisulfite-Seq (sequencing following treatment of DNA with bisulfite to convert cytosine residues to uracil), BS-Seq, DNA Methylation Sequencing, Bisulfite-Seq, Methyl-C-Seq, Bisulphite Conversion Followed by Sequencing, bisulfiteSeq, Methylation Sequencing",,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C106054,C106054,
Brightfield Microscopy,Brightfield microscopy is a type of light microscopy in which objects are seen against a bright background.,,,FALSE,,,,,,"Brightfield Analysis, brightfieldMicroscopy",,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C19827,C19827,
Brillouin Microscopy,The use of various technologies to resolve the structure or features of objects too small or fine to naturally be seen by eye.,,,FALSE,,,,PubMed,,"Confocal Brillouin microscopy, Brillouin microscopy",PMID: 29771749,"https://pubmed.ncbi.nlm.nih.gov/29771749/#:~:text=Recent%20findings%3A%20Brillouin%20microscopy%20uses,analyzing%20the%20return%20signal%20spectrum.&text=The%20technique%20enables%20physicians%20to%20characterize%20the%20biomechanical%20properties%20of%20ocular%20tissues.",,
CASFISH,,,,FALSE,,,,PMID,,"Casfish, Cas9-mediated Fluorescence In Situ Hybridization",PMID:26324940,https://pubmed.ncbi.nlm.nih.gov/26324940/,,Added by Rancho on 2/23/2022
CITE-seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,,,,,,,
CLIP-qPCR,,,,FALSE,,,,Article,,Clip-qpcr,PMID26721479,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5140280/,,
CRISPR,,,,FALSE,,,,,,"CRISPER-Cas9 technique, Crispr, CRISPR-CAS9",,,,
CUT&RUN,,,,FALSE,,,,,,"Cut&run, CUT&RUN",,https://en.wikipedia.org/wiki/CUT%26RUN_sequencing,,
CUT&Tag-Sequencing,,,,FALSE,,,,Wikipedia,,"cleavage under targets and tagmentation, Cut&tag-sequencing",,https://en.wikipedia.org/wiki/CUT%26Tag_sequencing,,Rancho added 03/01/2022
Cell Adhesion Assay,"Any method to measure the number of dividing cells in a culture, or to measure the change in the proportion of cells that are dividing.",,,FALSE,,,,ERO,,Cell adhesion assay,ERO:0001512,http://purl.obolibrary.org/obo/ERO_0001512,,
Cell Proliferation Assay,"Any method to measure the number of dividing cells in a culture, or to measure the change in the proportion of cells that are dividing.",,,FALSE,,,,,,"EdU Cell Proliferation Assay, CELLULAR PROLIFERATION ASSAY, Cell Proliferation Assay",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.03e&ns=ncit&code=C116553&key=128143824&b=1&n=null,C116553,
Cell Viability Assay,A colorimetric assay that can assess the viability of cells by quantitation of the reduction of a yellow tetrazolium salt substrate to a product that has a purple color. This assay can measure the cytotoxicity of a chemical or drug by determining the affect of treatment on cell viability.,,,FALSE,,,,ERO,,"Cell viability assay, In Vitro Cell Survival Assay, In vitro Cell Survival Assay",ERO:000132,http://purl.obolibrary.org/obo/ERO_0001352,,
Cell-spreading Assay,"Any method to measure the number of dividing cells in a culture, or to measure the change in the proportion of cells that are dividing.",,,FALSE,,,,pubMed,,Cell-spreading assay,PMID:15576905,https://pubmed.ncbi.nlm.nih.gov/15576905/,,
CellTiter-Glo Luminescent Cell Viability Assay,A colorimetric assay that can assess the viability of cells by quantitation of the reduction of a yellow tetrazolium salt substrate to a product that has a purple color. This assay can measure the cytotoxicity of a chemical or drug by determining the affect of treatment on cell viability.,,,FALSE,,,,BAO,,"CellTiter-Glo Assay, Celltiter-glo luminescent cell viability assay",BAO:0000682,http://www.bioassayontology.org/bao#BAO_0000682,,Added by Brynn 05-09-2022
Cerenkov Luminescence Imaging,"An imaging modality to study charged particles in tissue by detecting the Cerenkov luminescence produced, allowing the imaging of beta-emitting nuclear medicine probes by optical methods.",,,FALSE,,,,,,"CLI, Cherenkov Imaging, Cerenkov Imaging",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C151895,C151895,
ChIA-PET,A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with paired end tagged (PET) DNA sequencing to identify the nucleotide sequences for the binding sites occupied by DNA-associated proteins in a sample.,,,FALSE,,,,,,"Chia-pet, ChIA-PET (Direct sequencing of proximity-ligated chromatin immunoprecipitates)., ChIA-PET, Chromatin Interaction Analysis with Paired-End Tag",,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=21.03e&code=C172845&ns=ncit&type=properties&key=null&b=1&n=0&vse=null,C172845,
ChIP-PCR,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,,,Chip-pcr,,https://www.cellsignal.com/applications/chip-and-chip-seq/regulation-expression-in-cell-and-tissue,,
ChIP-Seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,,,"Chromatin Immunoprecipitation Sequencing, ChIP-Seq, ChIP-Seq (chromatin ImmunoPrecipitation), ChIP-Sequencing",,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.03e&ns=ncit&code=C106048&key=1636610306&b=1&n=null,C106048,
ChIP-qPCR assay,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,OBI,,Chip-qpcr assay,OBI:0002169,http://purl.obolibrary.org/obo/OBI_0002169,,
Chemiluminescent Assay,,,,FALSE,,,,PubMed,,Chemiluminescent assay,PMID:28647912,https://www.ncbi.nlm.nih.gov/labs/pmc/articles/PMC5483212/,,Rancho added 1/7/2022
Chemotaxis Assay,,,,FALSE,,,,BAO,,Chemotaxis assay,BAO:0010269,http://www.bioassayontology.org/bao#BAO_0010269,,
Circular Dichroism Spectroscopy,"The technique of measuring the emission and absorption of different wavelengths (spectra) of visible and non-visible light. This can be done via a spectroscope, which consists of a slit, prism, collimator lens, object lens, and a grating.",,,FALSE,,,,CHMO,,Circular dichroism spectroscopy,CHMO:0000323,http://purl.obolibrary.org/obo/CHMO_0000323,,Rancho added 1/7/2022
Co-Immunoprecipitation,"Co-immunoprecipitation (Co-IP) is a popular technique for protein interaction discovery. In a co-IP the target antigen precipitated by the antibody ""co-precipitates"" a binding partner/protein complex from a lysate. It is assumed that these proteins are related to the function of the target antigen at the cellular level.",,,FALSE,,,,,,Co-IP,,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/message.jsf,C19830,
Co-culture Assay,,,,FALSE,,,,pubMed,,Co-culture assay,PMID:4032528,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4032528/,,
Collision-Induced Dissociation,A method by which fragmentation can be achieved.  CID is accomplished by selecting an ion of interest with the mass analyzer and then subjecting that ion to collisions with neutral atoms or molecules.  The resulting fragment ions are then mass analyzed. (from The Expanding Role of Mass Spectrometry in Biotechnology by Gary Siuzdak),,,FALSE,,,,,,"CID, Collisionally-Activated Dissociation, CAD",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C48061,C48061,Added by 03/01/2022
Colorimetric Cell Viability Assay,A colorimetric assay that can assess the viability of cells by quantitation of the reduction of a yellow tetrazolium salt substrate to a product that has a purple color. This assay can measure the cytotoxicity of a chemical or drug by determining the affect of treatment on cell viability.,,,FALSE,,,,,,"cellViabilityAssay, Colorimetric Cell Viability Assay, MTS Assay, MTT Assay",,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C95027,C95027,
Computational Modeling,"The use of statistical analysis, computer analysis, or model organisms to predict outcomes of research. (doegenomes.org)",,,FALSE,,,,,,Simulation,C16461,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C16461,,
Computational Tool,,,,FALSE,,,,,,"computational modeling, Computational tool, iterClust, which can separate more pronounced differences (e.g. A and B) in starting iterations, metaVIPER, GPU-ARACNE, computational, an iterative clustering framework, followed by relatively subtle differences (e.g. B1 and B2), providing a comprehensive clustering trajectory., Meta-analysis",,,,
Computed Tomography,An imaging technique for examining structures within the body by scanning them with X rays and using a computer to construct a series of cross-sectional scans along a single axis.,,,FALSE,,,,,,"CAT scan, computed tomography, CT, Computerized Axial Tomography, Computed Axial Tomography, Computed Tomography, CAT Scan, CT Scan, computed tomography; CT, CT SCAN, CAT, tomography, Computerized Tomography, computerized axial tomography, CT scan, computerized tomography",,https://ncit.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.03e&ns=ncit&code=C17204&key=370655652&b=1&n=null,C17204,
Confocal Microscopy,A system of (usually) epifluorescence light microscopy in which a fine laser beam of light is scanned over the object through the objective lens. This technique is particularly good at rejecting light from outside the plane of focus and so produces higher effective resolution than other microscopy techniques.,,,FALSE,,,,,,"3D Confocal Microscopy, Confocal Fluorescence, Confocal Laser Scanning Microscopy, confocal imaging, Confocal Microscopy, CONFOCAL MICROSCOPY",,https://ncit.nci.nih.gov/ncitbrowser/pages/concept_details.jsf,C17753,
Confocal Reflectance Quantitative Phase Microscopy,A system of (usually) epifluorescence light microscopy in which a fine laser beam of light is scanned over the object through the objective lens. This technique is particularly good at rejecting light from outside the plane of focus and so produces higher effective resolution than other microscopy techniques.,,,FALSE,,,,,,Confocal reflectance quantitative phase microscopy,,,,
Cross-Linking Immunoprecipitation High-throughput Sequencing,"A molecular biology method combining crosslinking-immunoprecipitation and high-throughput sequencing techniques to detect and map RNA-protein interactions. In CLIP, whole tissues, organisms or individual cell types are treated with UV irradiation, which introduces covalent bonds between RNA-protein complexes. This is followed by immunoprecipitation and removal of the protein component of the crosslinked complex. The purified RNAs are then fragmented, reduced in size and subjected to high-throughput sequencing for the identification of RNA binding sites.",,,FALSE,,,,,,"Cross-linking Immunoprecipitation High-throughput Sequencing, Cross-linking immunoprecipitation high-throughput sequencing",C116152,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=21.03e&code=C116152&ns=ncit&type=properties&key=null&b=1&n=0&vse=null,,
Cross-Linking Mass Spectrometry,"An analytical technique wherein ions are separated according to their ratio of charge to mass. From the mass spectrum produced, the atomic weight of the particle can be deduced.",,,FALSE,,,,,,"Cross-linking mass spectrometry, Cross-linking Mass Spectrometry , XL-MS",,,,
Cyclic Immunofluorescence,A method that enables simultaneous detection of multiple biomarkers on a single tissue section using immunofluorescence techniques.,,,FALSE,,,,PubMed,,"Cyclic immunofluorescence, cycIF",PMID: 27925668,https://pubmed.ncbi.nlm.nih.gov/27925668/,,
Cytochemical Stain,,,,FALSE,,,,UMLS,,Cytochemical stain,C4511272,https://uts.nlm.nih.gov/uts/umls/concept/C4511272,,
Cytokine Expression Profile,The identification and quantitation of all of the cytokines expressed in a biological sample.,,,FALSE,,,,,,"C5, Cytokine Profile",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&version=21.03e&ns=ncit&code=C129886&key=n2078435665&b=1&n=null,C129886,
Cytometric Bead Array Assay,,,,FALSE,,,,OBI,,Cytometric bead array assay,OBI:0000920,http://purl.obolibrary.org/obo/OBI_0000920,,
Cytotoxicity Assay,,,,FALSE,,,,BAO,,"Cytotoxicity assay, In Vitro Cytotoxicity",BAO:0002993,http://www.bioassayontology.org/bao#BAO_0002993,,
DBiT-Seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,PubMed,,"Microfluidic Deterministic Barcoding in Tissue for Spatial Omics Sequencing, Dbit-seq",PMID:33188776,https://pubmed.ncbi.nlm.nih.gov/33188776/,,Rancho added 03/01/2022
DNA Gene-Expression Microarray,"A process that allows thousands of pieces of DNA that are fixed to a glass slide to be analyzed at one time. It is used to identify the genes (pieces of DNA) in specific cells or tissue that are actively used to make RNA, which then may be used to make proteins.",,,FALSE,,,,,,"Gene Expression Profiling Microarray, Expression Array",C93207,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C93207,,
DNA Methylation Array,The use of a high-throughput microarray where all of the known CpG islands either in a single specimen or all of the known promoter sequences of a specimen or a population group are coupled to beads or microwells to determine which are methylated.,,,FALSE,,,,,,"Methylation Profiling by Array, methylationArray, Methylation Array",,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/message.jsf,C165222,
DNA Sequencing,The determination of the sequence of purines and pyrimidines in deoxyribonucleic acid (DNA).,,,FALSE,,,,,,"Deoxyribonucleic Acid Sequencing, DNA-seq, DNA Sequence Analysis, DNA Sequencing",,https://ncithesaurus.nci.nih.gov/ncitbrowser/pages/concept_details.jsf?dictionary=NCI_Thesaurus&version=21.04d&code=C153598&ns=ncit&type=properties&key=n1129370290&b=1&n=0&vse=null,C153598,
DNase-Seq,A molecular genetic technique where genome-wide sequencing is performed on DNA regions that are super sensitive to cleavage by DNase I to identify putative DNA regulatory sequences.,,,FALSE,,,,,,"DNase I Hypersensitive Sites Sequencing, Dnase-seq, DNase-Hypersensitivity (sequencing of hypersensitive sites or segments of open chromatin that are more readily cleaved by DNaseI)",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C106052,C106052,
DRIP-seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,,,,,,,
Dark Field Microscopy,A microscopic technique in which the light that does not come into contact with the structure or details of interest is subtracted from the ocular image. This yields an image in which the structure or details are alight while the areas where the structures or details are absent are dark.,,,FALSE,,,,,,"DARK FIELD MICROSCOPY, Dark field microscopy",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C85837,C85837,
Deep Mutational Scanning,"Technique of electron microscopy in which the specimen is coated with heavy metal and then scanned by an electron beam. The resolution is not as great as with transmission electron microscopy, but preparation is easier (often by fixation followed by critical point drying), the depth of focus is relatively enormous, the surface of a specimen can be seen (though not the interior unless the specimen is cracked open) and the image is aesthetically pleasing.",,,FALSE,,,,,,"Deep mutational scanning, DMS",,,,
Desorption Electrospray Ionization,,,,FALSE,,,,CHMO,,"Desorption Electrospray Ionization Mass Spectrometry, Desorption electrospray ionization",CHMO:0001660,http://purl.obolibrary.org/obo/CHMO_0001660,,
Dideoxy Chain Termination DNA Sequencing,"A DNA sequencing technique in which a mixture of deoxynucleosidetriphosphates (dNTPs) and chain-terminating dNTPs, which are radioactively or fluorescently labeled, are combined within the reaction mixture. Once the reaction is complete, the DNA strands are separated by size, and the labeled chain terminating dNTPs can be read in sequence by the investigator or by a machine.",,,FALSE,,,,,,"Sanger sequencing, Sanger Sequencing, SANGER SEQUENCING",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C19641,C19641,
Differential Interference Contrast Microscopy,The use of various technologies to resolve the structure or features of objects too small or fine to naturally be seen by eye.,,,FALSE,,,,BAO,,Differential interference contrast microscopy,BAO:0002511,http://www.bioassayontology.org/bao#BAO_0002511,,
Differential Scanning Fluorimetry,"Technique of electron microscopy in which the specimen is coated with heavy metal and then scanned by an electron beam. The resolution is not as great as with transmission electron microscopy, but preparation is easier (often by fixation followed by critical point drying), the depth of focus is relatively enormous, the surface of a specimen can be seen (though not the interior unless the specimen is cracked open) and the image is aesthetically pleasing.",,,FALSE,,,,,,Differential scanning fluorimetry,,https://www.nature.com/articles/nprot.2007.321,,
Diffusion Weighted Imaging,A type of MRI technique in which diffusion-sensitizing gradients are applied to the imaging sequence.,,,FALSE,,,,,,"MR Diffusion-Weighted Imaging, DWI-MRI, DIFFUSION WEIGHTED MRI, DWI MRI, Diffusion Weighted MRI, DWI, DW-MRI, Diffusion-Weighted MRI, Diffusion-Weighted Magnetic Resonance Imaging, Diffusion-Weighted MR Imaging",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C111116,C111116,
Direct Long-Read RNA Sequencing,,,,FALSE,,,,,,Direct long-read rna sequencing,,,,
Drop-Seq,"A molecular genetic technique that combines chromatin immunoprecipitation (ChIP) with massively parallel DNA sequencing to map the binding sites of DNA-associated proteins in a sample of cells. First, crosslinked protein-DNA complexes are isolated using ChIP. Next, the crosslinks are broken, the proteins are removed and the purified DNA is modified with adaptor oligonucleotides to facilitate massively parallel DNA sequencing. Following sequencing, the DNA sequences that are obtained can be mapped to their genomic locations.",,,FALSE,,,,EFO,,"Droplet Sequencing, Drop-seq",EFO:0008722,http://www.ebi.ac.uk/efo/EFO_0008722,,
Droplet Digital PCR,"A type of digital polymerase chain reaction technique in which the sample is fractionated into thousands of tiny droplets using a water-oil emulsion droplet technology, within which individual PCR reactions occur in each droplet.",,,FALSE,,,,,,"DROPLET DIGITAL PCR, ddPCR, Droplet digital PCR, Droplet digital pcr",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C166064,C166064,
Dual-Luciferase Reporter Assay,,,,FALSE,,,,,,Dual-luciferase reporter assay,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC1214206/,,
Dye Endocytosis Assay,,,,FALSE,,,,,,"Dye Endocytosis assay, Dye endocytosis assay",,,,
Dynamic Contrast-Enhanced Magnetic Resonance Imaging,A type of contrast-enhanced MRI that allows observation of functional properties in addition to structural properties.,,,FALSE,,,,,,"DYNAMIC CONTRAST ENHANCED MRI, DCE MRI, DCE, DCE-MRI",,https://ncithesaurus.nci.nih.gov/ncitbrowser/ConceptReport.jsp?dictionary=NCI_Thesaurus&ns=ncit&code=C62665,C62665,
Dynamic Force Spectroscopy,"The technique of measuring the emission and absorption of different wavelengths (spectra) of visible and non-visible light. This can be done via a spectroscope, which consists of a slit, prism, collimator lens, object lens, and a grating.",,,FALSE,,,,CHMO,,Dynamic force spectroscopy,CHMO:0001122,http://purl.obolibrary.org/obo/CHMO_0001122,,
